"MRN_NO","FSH_KIND","BUOY_KND_NM","SOF_NM","FW_YR","FW_MNTH","FSH_HL_MNTH"
"203","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-38"
"210","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-38"
"211","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-38"
"221","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-38"
"203","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-38"
"210","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-38"
"211","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-38"
"221","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-38"
"203","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-39"
"210","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-39"
"211","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-39"
"212","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-39"
"221","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-39"
"222","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-39"
"203","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-39"
"210","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-39"
"211","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-39"
"212","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-39"
"221","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-39"
"222","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-39"
"202","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-40"
"210","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-40"
"211","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-40"
"212","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-40"
"221","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-40"
"222","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-40"
"223","근해안강망어업                       ","근해안강망                         ","참조기","2021","9","서해21-40"
"202","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-40"
"210","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-40"
"211","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-40"
"212","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-40"
"221","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-40"
"222","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-40"
"223","근해안강망어업                       ","근해안강망                         ","갈치","2021","9","서해21-40"
"202","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-41"
"203","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-41"
"210","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-41"
"211","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-41"
"212","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-41"
"221","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-41"
"222","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-41"
"202","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-41"
"203","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-41"
"210","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-41"
"211","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-41"
"212","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-41"
"221","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-41"
"222","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-41"
"202","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-42"
"203","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-42"
"210","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-42"
"211","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-42"
"223","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-42"
"202","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-42"
"203","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-42"
"210","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-42"
"211","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-42"
"223","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-42"
"202","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-43"
"210","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-43"
"211","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-43"
"221","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-43"
"222","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-43"
"223","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-43"
"202","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-43"
"210","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-43"
"211","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-43"
"221","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-43"
"222","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-43"
"223","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-43"
"202","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-44"
"210","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-44"
"220","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-44"
"221","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-44"
"222","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-44"
"223","근해안강망어업                       ","근해안강망                         ","참조기","2021","10","서해21-44"
"202","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-44"
"210","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-44"
"220","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-44"
"221","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-44"
"222","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-44"
"223","근해안강망어업                       ","근해안강망                         ","갈치","2021","10","서해21-44"
"202","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-45"
"210","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-45"
"211","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-45"
"212","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-45"
"221","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-45"
"222","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-45"
"223","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-45"
"202","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-45"
"210","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-45"
"211","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-45"
"212","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-45"
"221","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-45"
"222","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-45"
"223","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-45"
"202","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-46"
"204","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-46"
"210","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-46"
"211","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-46"
"220","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-46"
"221","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-46"
"222","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-46"
"223","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-46"
"202","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-46"
"204","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-46"
"210","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-46"
"211","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-46"
"220","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-46"
"221","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-46"
"222","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-46"
"223","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-46"
"202","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-47"
"210","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-47"
"211","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-47"
"221","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-47"
"222","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-47"
"223","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-47"
"202","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-47"
"210","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-47"
"211","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-47"
"221","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-47"
"222","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-47"
"223","근해안강망어업                       ","근해안강망                         ","참조기","2021","11","서해21-47"
"201","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-48"
"202","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-48"
"203","근해안강망어업                       ","근해안강망                         ","갈치","2021","11","서해21-48"
"203","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-49"
"210","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-49"
"211","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-49"
"212","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-49"
"221","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-49"
"222","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-49"
"223","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-49"
"202","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-50"
"203","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-50"
"209","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-50"
"210","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-50"
"211","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-50"
"220","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-50"
"221","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-50"
"222","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-50"
"223","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-50"
"202","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-50"
"203","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-50"
"209","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-50"
"210","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-50"
"211","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-50"
"220","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-50"
"221","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-50"
"222","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-50"
"223","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-50"
"202","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-51"
"203","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-51"
"210","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-51"
"211","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-51"
"212","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-51"
"220","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-51"
"221","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-51"
"222","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-51"
"223","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-51"
"202","근해안강망어업                       ","근해안강망                         ","갑오징어","2021","12","서해21-51"
"203","근해안강망어업                       ","근해안강망                         ","갑오징어","2021","12","서해21-51"
"210","근해안강망어업                       ","근해안강망                         ","갑오징어","2021","12","서해21-51"
"211","근해안강망어업                       ","근해안강망                         ","갑오징어","2021","12","서해21-51"
"212","근해안강망어업                       ","근해안강망                         ","갑오징어","2021","12","서해21-51"
"220","근해안강망어업                       ","근해안강망                         ","갑오징어","2021","12","서해21-51"
"221","근해안강망어업                       ","근해안강망                         ","갑오징어","2021","12","서해21-51"
"222","근해안강망어업                       ","근해안강망                         ","갑오징어","2021","12","서해21-51"
"223","근해안강망어업                       ","근해안강망                         ","갑오징어","2021","12","서해21-51"
"201","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-52"
"202","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-52"
"209","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-52"
"210","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-52"
"212","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-52"
"220","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-52"
"221","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-52"
"222","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-52"
"223","근해안강망어업                       ","근해안강망                         ","갈치","2021","12","서해21-52"
"201","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-52"
"202","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-52"
"209","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-52"
"210","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-52"
"212","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-52"
"220","근해안강망어업                       ","근해안강망                         ","참조기","2021","12","서해21-52"
"219","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2021    ","2       ","서해21-06         "
"220","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2021    ","2       ","서해21-06         "
"221","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2021    ","2       ","서해21-06         "
"219","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2021    ","2       ","서해21-06         "
"220","근행유자망어업                                       ","참조기유자망                                          ","고등어                                                   ","2020    ","9       ","서해20-40         "
"221","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","9       ","서해20-40         "
"219","근행유자망어업                                       ","참조기유자망                                          ","참조기                                                   ","2020    ","9       ","서해20-40         "
"220","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2020    ","8       ","서해20-39         "
"221","근행유자망어업                                       ","참조기유자망                                          ","병어                                                      ","2020    ","8       ","서해20-39         "
"219","근행유자망어업                                       ","참조기유자망                                          ","병어                                                      ","2020    ","8       ","서해20-39         "
"220","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2020    ","7       ","서해20-32         "
"221","근행유자망어업                                       ","참조기유자망                                          ","갈치                                                      ","2020    ","7       ","서해20-32         "
"219","근행유자망어업                                       ","참조기유자망                                          ","병어                                                      ","2020    ","7       ","서해20-32         "
"222","근해자망어업                                          ","근해자망                                                ","참조기                                                   ","2020    ","11      ","서해20-49         "
"222","근해자망어업                                          ","근해자망                                                ","참조기                                                   ","2020    ","12      ","서해20-52         "
"222","근해자망어업                                          ","근해자망                                                ","병어                                                      ","2021    ","1       ","서해21-03         "
"222","근해자망어업                                          ","근해자망                                                ","병어                                                      ","2020    ","2       ","서해21-06         "
"213","연안통발어업                                          ","장어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"213","연안통발어업                                          ","장어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"5213","연안자망어업                                          ","자망                                                      ","전어                                                      ","2019    ","12      ","Y2020-229           "
"213","연안통발어업                                          ","장어통발                                                ","장어                                                      ","2019    ","12      ","Y2020-229           "
"213","연안통발어업                                          ","장어통발                                                ","장어                                                      ","2019    ","12      ","Y2020-229           "
"214","연안통발어업                                          ","장어통발                                                ","장어                                                      ","2019    ","12      ","Y2020-229           "
"214","연안통발어업                                          ","장어통발                                                ","장어                                                      ","2019    ","12      ","Y2020-229           "
"213","연안통발어업                                          ","장어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"213","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"214","연안통발어업                                          ","장어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"214","연안통발어업                                          ","장어통발                                                ","꽃게                                                      ","2019    ","12      ","Y2020-232           "
"213","연안통발어업                                          ","장어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"213","연안통발어업                                          ","장어통발                                                ","장어                                                      ","2019    ","12      ","Y2020-229           "
"213","연안통발어업                                          ","장어통발                                                ","장어                                                      ","2019    ","12      ","Y2020-229           "
"213","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"213","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"213","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"213","연안통발어업                                          ","문어통발                                                ","꽃게                                                      ","2019    ","12      ","Y2020-232           "
"213","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"213","연안통발어업                                          ","장어통발                                                ","장어                                                      ","2019    ","12      ","Y2020-229           "
"213","연안통발어업                                          ","문어통발                                                ","꽃게                                                      ","2019    ","12      ","Y2020-232           "
"213","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"97","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"97","연안자망어업                                          ","자망                                                      ","물메기                                                   ","2019    ","12      ","Y2020-231           "
"97","연안통발어업                                          ","장어통발                                                ","장어                                                      ","2019    ","12      ","Y2020-229           "
"97","연안자망어업                                          ","자망                                                      ","쏨벵이                                                   ","2019    ","12      ","Y2020-231           "
"97","연안자망어업                                          ","자망                                                      ","민어                                                      ","2019    ","12      ","Y2020-225           "
"97","연안자망어업                                          ","자망                                                      ","전어                                                      ","2019    ","12      ","Y2020-229           "
"97","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"97","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"97","연안자망어업                                          ","자망                                                      ","참돔                                                      ","2019    ","12      ","Y2020-242           "
"97","연안자망어업                                          ","자망                                                      ","참돔                                                      ","2019    ","12      ","Y2020-242           "
"97","연안통발어업                                          ","문어통발                                                ","돌게                                                      ","2019    ","12      ","Y2020-232           "
"97","연안자망어업                                          ","자망                                                      ","숭어                                                      ","2019    ","12      ","Y2020-228           "
"97","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"97","연안자망어업                                          ","자망                                                      ","전어                                                      ","2019    ","12      ","Y2020-229           "
"97","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"97","연안통발어업                                          ","문어통발                                                ","문어                                                      ","2019    ","12      ","Y2020-237           "
"97","연안통발어업                                          ","장어통발                                                ","민꽃게                                                   ","2019    ","12      ","Y2020-232           "
"97","연안자망어업                                          ","자망                                                      ","민어                                                      ","2019    ","12      ","Y2020-225           "
"97","연안자망어업                                          ","전어선자망                                             ","전어                                                      ","2019    ","12      ","Y2020-229           "
"97","연안통발어업                                          ","장어통발                                                ","장어                                                      ","2019    ","12      ","Y2020-229           "
"97","연안복합어업                                          ","자망                                                      ","민어                                                      ","2019    ","12      ","Y2020-242           "
"208","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"209","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"210","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"211","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"218","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"219","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"220","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"221","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"208","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"209","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"210","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"211","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"218","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"219","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"220","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"221","근해안강망어업                                       ","근해안강망                                             ","걀치                                                      ","2020    ","10      ","서해20-45         "
"218","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"219","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"220","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"221","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"208","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"209","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"210","근해안강망어업                                       ","근해안강망                                             ","조기                                                      ","2020    ","10      ","서해20-45         "
"211","근해안강망어업                                       ","근해안강망                                             ","갈치                                                      ","2020    ","10      ","서해20-45         "
"209","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
"219","근행유자망어업                                       ","참조기유자망                                          ","조기                                                      ","2020    ","10      ","서해20-45         "
